nazwa,lokalizacja,url,ilosc_samochodow,srednia_cena,sredni_wiek
dealer-BMW,Długołęka,https://allegro.pl/uzytkownik/dealer-BMW,30,181390.37,2017.27
NataszkaMala,Słubice,https://allegro.pl/uzytkownik/NataszkaMala,1,125999.0,2013.0
PSiN,Luzino,https://allegro.pl/uzytkownik/PSiN,1,84000.0,2014.0
Client:47404860,Ożarów mazowiecki,https://allegro.pl/uzytkownik/Client:47404860,1,65000.0,2012.0
Pawel56a,Zofiowo,https://allegro.pl/uzytkownik/Pawel56a,1,90500.0,2016.0
magdaprzemek1,Szczecin,https://allegro.pl/uzytkownik/magdaprzemek1,2,98249.5,1998.5
Albert95,Mikołów,https://allegro.pl/uzytkownik/Albert95,1,83000.0,2011.0
Joanadi,Kielce ,https://allegro.pl/uzytkownik/Joanadi,1,48500.0,2012.0
mateusz___1990,Łężyce,https://allegro.pl/uzytkownik/mateusz___1990,2,45749.5,2005.5
czarx,Nowe aleksandrowo,https://allegro.pl/uzytkownik/czarx,1,84000.0,2014.0
Motus_Grupa,Sopot,https://allegro.pl/uzytkownik/Motus_Grupa,1,36900.0,2009.0
trans_jack,Gryfów śląski,https://allegro.pl/uzytkownik/trans_jack,1,92000.0,2013.0
WaltransWB,Preczów,https://allegro.pl/uzytkownik/WaltransWB,1,65000.0,2010.0
MargoMW1,Wartkowice,https://allegro.pl/uzytkownik/MargoMW1,2,46750.0,2012.5
GreenScrap,Zgierz,https://allegro.pl/uzytkownik/GreenScrap,2,97000.0,2009.5
zuku68,Gliwice,https://allegro.pl/uzytkownik/zuku68,1,69000.0,2008.0
dj_zajko,Parysów,https://allegro.pl/uzytkownik/dj_zajko,1,9500.0,2001.0
Arek19829,Warszawa,https://allegro.pl/uzytkownik/Arek19829,3,216439.02,2006.0
butterfly114,Internet,https://allegro.pl/uzytkownik/butterfly114,1,43900.0,2009.0
doktorczyk,Tarnów,https://allegro.pl/uzytkownik/doktorczyk,1,42000.0,2004.0
promarnowak,Sadowne,https://allegro.pl/uzytkownik/promarnowak,1,140000.0,2012.0
Anko-A1,Lubawa,https://allegro.pl/uzytkownik/Anko-A1,1,76900.0,2012.0
terrano_ceramika,Poznań,https://allegro.pl/uzytkownik/terrano_ceramika,1,113782.0,2015.0
Ola566,Wrzesnia,https://allegro.pl/uzytkownik/Ola566,1,165000.0,2015.0
maximus741,Warszawa,https://allegro.pl/uzytkownik/maximus741,1,95000.0,2012.0
HHW_PL,Katowice,https://allegro.pl/uzytkownik/HHW_PL,1,149000.0,2015.0
magali0107,Lubin,https://allegro.pl/uzytkownik/magali0107,1,55888.0,2013.0
robertp1967,Pila,https://allegro.pl/uzytkownik/robertp1967,1,93500.0,2011.0
olxoferty,Staroźreby,https://allegro.pl/uzytkownik/olxoferty,2,18900.0,2006.0
TomNow128,Kamionna,https://allegro.pl/uzytkownik/TomNow128,1,28000.0,2005.0
Client:45517733,Białystok,https://allegro.pl/uzytkownik/Client:45517733,1,97777.79,2013.0
romanowskaw,Piaseczno,https://allegro.pl/uzytkownik/romanowskaw,1,39000.0,2008.0
specjalista100,Dopiewo,https://allegro.pl/uzytkownik/specjalista100,1,159000.0,2017.0
kaczor_krzysiek,Łódź,https://allegro.pl/uzytkownik/kaczor_krzysiek,1,77700.0,2010.0
Sidacc,Warszawa,https://allegro.pl/uzytkownik/Sidacc,1,12999.0,2004.0
-IMPORT-EXPORT-,Radom,https://allegro.pl/uzytkownik/-IMPORT-EXPORT-,1,24900.0,2004.0
janek_auto,Kalisz,https://allegro.pl/uzytkownik/janek_auto,2,31950.0,2007.5
totem,Nowa iwiczna,https://allegro.pl/uzytkownik/totem,1,62000.0,2012.0
OL-EK,Warszawa,https://allegro.pl/uzytkownik/OL-EK,1,135000.0,2015.0
pawik211,Płock,https://allegro.pl/uzytkownik/pawik211,1,149000.0,2013.0
beton-kolor,Strzyżowice,https://allegro.pl/uzytkownik/beton-kolor,1,55900.0,2004.0
adam0211,Koło,https://allegro.pl/uzytkownik/adam0211,1,28900.0,2004.0
lukiklak,Poznań,https://allegro.pl/uzytkownik/lukiklak,1,37300.0,2007.0
asiulek09,Warszawa,https://allegro.pl/uzytkownik/asiulek09,1,30900.0,2008.0
malutka8802,Wieliczka,https://allegro.pl/uzytkownik/malutka8802,1,20000.0,2018.0
42944140,Środa śląska,https://allegro.pl/uzytkownik/42944140,3,29400.0,2008.33
puchi1990,Poniatowa,https://allegro.pl/uzytkownik/puchi1990,1,29000.0,2004.0
milena_in3,Jastrzębia,https://allegro.pl/uzytkownik/milena_in3,1,100000.0,2012.0
utc6,Działoszyn,https://allegro.pl/uzytkownik/utc6,1,40000.0,2007.0
BOZENA-HRISTOVA,Sosnowiec,https://allegro.pl/uzytkownik/BOZENA-HRISTOVA,1,4200.0,2000.0
Arek2500,Wrocław,https://allegro.pl/uzytkownik/Arek2500,1,16900.0,2000.0
krzycho_102,Szczytno ,https://allegro.pl/uzytkownik/krzycho_102,2,11799.5,2001.0
jagody001,Warszawa,https://allegro.pl/uzytkownik/jagody001,3,13999.0,1985.67
Mateuszjan94,Bogoria,https://allegro.pl/uzytkownik/Mateuszjan94,1,9700.0,1999.0
Zawieszeniapneu,Luboń,https://allegro.pl/uzytkownik/Zawieszeniapneu,1,92900.0,2013.0
Adrian2540,Granowo,https://allegro.pl/uzytkownik/Adrian2540,1,25900.0,2009.0
kupiec1976,Białystok,https://allegro.pl/uzytkownik/kupiec1976,1,11500.0,1997.0
chudy_24_,Labowa ,https://allegro.pl/uzytkownik/chudy_24_,1,21000.0,2004.0
blazej522,Mońki,https://allegro.pl/uzytkownik/blazej522,1,2000.0,1993.0
Krzywa-1,Sulechów,https://allegro.pl/uzytkownik/Krzywa-1,1,34900.0,2011.0
hasia5,"Wrocław, nowa sól (lubuskie)",https://allegro.pl/uzytkownik/hasia5,1,3200.0,1997.0
diiz69,Bolesławiec,https://allegro.pl/uzytkownik/diiz69,1,54000.0,2010.0
automax146,Żory,https://allegro.pl/uzytkownik/automax146,16,14900.0,2012.44
rolnik07,Będków,https://allegro.pl/uzytkownik/rolnik07,1,53800.0,2015.0
tusin,Warszawa,https://allegro.pl/uzytkownik/tusin,1,92500.0,2015.0
majbach1,Giżycko,https://allegro.pl/uzytkownik/majbach1,1,47300.0,2011.0
tduck,Albigowa k.rzeszów,https://allegro.pl/uzytkownik/tduck,1,16999.0,2005.0
MissieeQ,Iłowo-osada,https://allegro.pl/uzytkownik/MissieeQ,1,28900.0,2003.0
serek23m1,Miedzyrzec podlaski,https://allegro.pl/uzytkownik/serek23m1,1,20000.0,1997.0
bumbum251,Kraków,https://allegro.pl/uzytkownik/bumbum251,2,13500.0,2000.0
Renata277,Kraków,https://allegro.pl/uzytkownik/Renata277,1,22000.0,1999.0
misio10004,Okolice wadowic,https://allegro.pl/uzytkownik/misio10004,1,23500.0,2015.0
krychu2233,Luboń,https://allegro.pl/uzytkownik/krychu2233,1,23000.0,2007.0
SIMONEK3,Pleszew,https://allegro.pl/uzytkownik/SIMONEK3,6,35333.33,2012.67
hbietka,Krakow,https://allegro.pl/uzytkownik/hbietka,1,39999.0,2007.0
JMMotors,Głogów,https://allegro.pl/uzytkownik/JMMotors,2,35950.0,2008.0
rybenka4,Swinoujscie,https://allegro.pl/uzytkownik/rybenka4,1,21500.0,2010.0
NetCloud,Białystok,https://allegro.pl/uzytkownik/NetCloud,1,55000.0,2000.0
Marttinik90,Kobyłka ,https://allegro.pl/uzytkownik/Marttinik90,1,3600.0,2005.0
czeno_2006,Przemyśl,https://allegro.pl/uzytkownik/czeno_2006,1,27999.0,1993.0
dawidplum,Wielkie drogi,https://allegro.pl/uzytkownik/dawidplum,2,46475.0,2011.0
ProDawid97,Katowice,https://allegro.pl/uzytkownik/ProDawid97,1,17000.0,2002.0
NOR-BUT,Turek,https://allegro.pl/uzytkownik/NOR-BUT,1,67999.0,2002.0
cysorz10,Porąbka,https://allegro.pl/uzytkownik/cysorz10,1,51650.0,2015.0
sosna838s,Polanica zdrój,https://allegro.pl/uzytkownik/sosna838s,2,22400.0,2011.5
SellCorpo,Kłodawa,https://allegro.pl/uzytkownik/SellCorpo,1,43900.0,2013.0
romedlaw,Staszów,https://allegro.pl/uzytkownik/romedlaw,1,8500.0,1988.0
29115097,Kielce,https://allegro.pl/uzytkownik/29115097,1,37900.0,2011.0
akcezar,Leszno,https://allegro.pl/uzytkownik/akcezar,7,57185.71,2014.57
Gonzo199513,Gorzków,https://allegro.pl/uzytkownik/Gonzo199513,1,6800.0,1999.0
fhcamaro,Wieliczka,https://allegro.pl/uzytkownik/fhcamaro,3,52100.0,2014.67
Rubioparts,Zmigrod,https://allegro.pl/uzytkownik/Rubioparts,1,39999.0,2010.0
Liperek,Połaniec,https://allegro.pl/uzytkownik/Liperek,1,62000.0,1997.0
kinia429,Kraków,https://allegro.pl/uzytkownik/kinia429,1,25000.0,2004.0
adako95,Sokołów podlaski,https://allegro.pl/uzytkownik/adako95,1,34700.0,2007.0
andziunia66,Bydgoszcz,https://allegro.pl/uzytkownik/andziunia66,1,13500.0,2008.0
gebunia,Olsztyn,https://allegro.pl/uzytkownik/gebunia,1,56700.0,2014.0
KOLIZYJNE,Orzesze,https://allegro.pl/uzytkownik/KOLIZYJNE,3,28100.0,2012.67
Natalia6612,Adamow,https://allegro.pl/uzytkownik/Natalia6612,1,19350.0,2007.0
piotrzaduminski,Wodzierady,https://allegro.pl/uzytkownik/piotrzaduminski,1,63000.0,2013.0
Qba168,Włocławek,https://allegro.pl/uzytkownik/Qba168,3,49900.0,2015.67
Kubl1982,Radzyn podlaski,https://allegro.pl/uzytkownik/Kubl1982,1,8300.0,1996.0
prezes_4,Łańcut,https://allegro.pl/uzytkownik/prezes_4,1,28900.0,2008.0
sandal_69,Jarosław,https://allegro.pl/uzytkownik/sandal_69,4,7850.0,2002.75
oli1229,Warlubie,https://allegro.pl/uzytkownik/oli1229,1,25200.0,2002.0
Moto-Traker,Kłecko,https://allegro.pl/uzytkownik/Moto-Traker,2,111000.0,2009.5
tina3232,Kraków,https://allegro.pl/uzytkownik/tina3232,1,22500.0,2005.0
mad_picker,Mysłowice,https://allegro.pl/uzytkownik/mad_picker,1,4800.0,1998.0
Golabad,Sochocin,https://allegro.pl/uzytkownik/Golabad,1,26900.0,2001.0
katrinek7,Nowogrodziec,https://allegro.pl/uzytkownik/katrinek7,1,58000.0,1987.0
dorprz,Przeźmierowo,https://allegro.pl/uzytkownik/dorprz,2,68000.0,1987.5
MSkorupek,Karolinowo,https://allegro.pl/uzytkownik/MSkorupek,1,5000.0,1999.0
pit2111,Marki,https://allegro.pl/uzytkownik/pit2111,1,33000.0,2006.0
joannat2010,Zgierz,https://allegro.pl/uzytkownik/joannat2010,1,26900.0,2004.0
trabi1985,Warszawa,https://allegro.pl/uzytkownik/trabi1985,3,45900.0,2014.0
Kubawx16,Przyjma,https://allegro.pl/uzytkownik/Kubawx16,1,39800.0,2007.0
rio6691,Rogalinek,https://allegro.pl/uzytkownik/rio6691,1,39500.0,2010.0
nuninu,Warszawa,https://allegro.pl/uzytkownik/nuninu,1,59000.0,2008.0
Client:50129590,Huta nowa,https://allegro.pl/uzytkownik/Client:50129590,1,43500.0,2011.0
papi223,Radom,https://allegro.pl/uzytkownik/papi223,1,53700.0,2007.0
Client:41650454,Brzóza,https://allegro.pl/uzytkownik/Client:41650454,1,4900.0,1997.0
2016darek,Sulejówek,https://allegro.pl/uzytkownik/2016darek,1,109000.0,2009.0
manik8621,Waganiec,https://allegro.pl/uzytkownik/manik8621,1,13400.0,2007.0
krzysiek_kz,Ropczyce,https://allegro.pl/uzytkownik/krzysiek_kz,1,62000.0,2014.0
kapi0101,Staszów,https://allegro.pl/uzytkownik/kapi0101,2,24400.0,2003.5
Lukasz_G8712,Kuków,https://allegro.pl/uzytkownik/Lukasz_G8712,1,5500.0,1999.0
mirekpphu,Włocławek,https://allegro.pl/uzytkownik/mirekpphu,1,15000.0,2008.0
pawpat,Wschowa,https://allegro.pl/uzytkownik/pawpat,1,11500.0,2006.0
kamilos1323,Racibórz,https://allegro.pl/uzytkownik/kamilos1323,1,8000.0,1999.0
Flora-Allegro,Radlin,https://allegro.pl/uzytkownik/Flora-Allegro,1,11400.0,2003.0
ollo_22,Olkusz,https://allegro.pl/uzytkownik/ollo_22,2,8650.0,1998.5
Mijagas83,Poznań,https://allegro.pl/uzytkownik/Mijagas83,8,26150.0,2010.5
kaka236,Pielgrzymowice,https://allegro.pl/uzytkownik/kaka236,1,18900.0,1996.0
Pogo_87,Kanie,https://allegro.pl/uzytkownik/Pogo_87,1,36000.0,1998.0
autauk1,Jędrzejów,https://allegro.pl/uzytkownik/autauk1,13,16130.77,2007.85
aleksandra2619,Brzeziny,https://allegro.pl/uzytkownik/aleksandra2619,2,30000.0,2005.0
KinPod,Tłuchowo,https://allegro.pl/uzytkownik/KinPod,4,76150.0,2010.5
ProzacTBG,Tarnobrzeg,https://allegro.pl/uzytkownik/ProzacTBG,1,74000.0,2012.0
FVRIO,Gdańsk,https://allegro.pl/uzytkownik/FVRIO,2,57000.0,1993.0
MPR2606,Tomaszów mazowiecki,https://allegro.pl/uzytkownik/MPR2606,1,18990.0,2006.0
center--gum,Środa wlkp,https://allegro.pl/uzytkownik/center--gum,3,14633.33,2010.67
qebo,Krzepice,https://allegro.pl/uzytkownik/qebo,1,22000.0,2003.0
waldas76,Pleszew,https://allegro.pl/uzytkownik/waldas76,1,45800.0,2014.0
rol4nd,Piekary śląskie,https://allegro.pl/uzytkownik/rol4nd,1,139999.0,2015.0
mori4mu,Bełchatów,https://allegro.pl/uzytkownik/mori4mu,1,14800.0,2000.0
Miskowski_lbn,Lublin,https://allegro.pl/uzytkownik/Miskowski_lbn,1,45900.0,2008.0
marlinx,Ząbki k/ warszawy,https://allegro.pl/uzytkownik/marlinx,1,24900.0,2005.0
olga_zdr,Otwock,https://allegro.pl/uzytkownik/olga_zdr,2,32449.5,2006.0
Dhany19,Warszawa,https://allegro.pl/uzytkownik/Dhany19,1,50000.0,2009.0
manio202,Strzegom,https://allegro.pl/uzytkownik/manio202,1,17800.0,2006.0
s_sylwia88,Łabunie,https://allegro.pl/uzytkownik/s_sylwia88,1,65900.0,2008.0
ZMUDZIO-K,Zalasewo,https://allegro.pl/uzytkownik/ZMUDZIO-K,1,59900.0,2007.0
bankierek_79,Warszawa,https://allegro.pl/uzytkownik/bankierek_79,1,49900.0,2014.0
przepin16,Oława,https://allegro.pl/uzytkownik/przepin16,2,30000.0,2010.0
Client:34229832,Nowa ruda,https://allegro.pl/uzytkownik/Client:34229832,1,149900.0,2013.0
tinkusia1,Chyby,https://allegro.pl/uzytkownik/tinkusia1,1,215666.0,2016.0
carsautohandel,Olsztyn dywity,https://allegro.pl/uzytkownik/carsautohandel,2,30200.0,2006.5
bratajcz,Gdynia,https://allegro.pl/uzytkownik/bratajcz,1,17900.0,1998.0
matejw14,Kozienice,https://allegro.pl/uzytkownik/matejw14,1,44500.0,2007.0
phupaleks,Wrocław,https://allegro.pl/uzytkownik/phupaleks,1,53000.0,2013.0
klaba13,Obrzycko,https://allegro.pl/uzytkownik/klaba13,1,3800.0,1999.0
automan_pl,Warszawa,https://allegro.pl/uzytkownik/automan_pl,2,54000.0,2009.5
cocolino10,Międzychód ,https://allegro.pl/uzytkownik/cocolino10,3,57466.67,2012.33
autan2009,Radom,https://allegro.pl/uzytkownik/autan2009,2,29900.0,2008.0
romk21,Wasilków,https://allegro.pl/uzytkownik/romk21,1,69900.0,2012.0
xaero18,Warszawa,https://allegro.pl/uzytkownik/xaero18,1,98900.0,2006.0
WOJTEK65,Warszawa,https://allegro.pl/uzytkownik/WOJTEK65,1,8000.0,1999.0
kubagajda,Warszawa,https://allegro.pl/uzytkownik/kubagajda,2,27900.0,2008.0
lipek0101,Kamyk,https://allegro.pl/uzytkownik/lipek0101,1,10900.0,1998.0
przemekbojko,Bytów,https://allegro.pl/uzytkownik/przemekbojko,2,40000.0,2010.0
ania_urbaniakk,Poznań,https://allegro.pl/uzytkownik/ania_urbaniakk,1,49500.0,2010.0
supermamuska2007,Gwda wielka,https://allegro.pl/uzytkownik/supermamuska2007,1,17000.0,2005.0
jastin_s,Wołów,https://allegro.pl/uzytkownik/jastin_s,2,22100.0,2009.0
ReniaRD,Częstochowa,https://allegro.pl/uzytkownik/ReniaRD,1,59900.0,2010.0
cockker,Lublin,https://allegro.pl/uzytkownik/cockker,1,44900.0,2005.0
Kocur00,Jaworzno,https://allegro.pl/uzytkownik/Kocur00,1,8999.0,2002.0
krzyniopa,Kocmyrzów,https://allegro.pl/uzytkownik/krzyniopa,1,4400.0,1996.0
What101,Łódź ,https://allegro.pl/uzytkownik/What101,2,25445.0,2007.0
lukbog007,Kraków,https://allegro.pl/uzytkownik/lukbog007,1,55000.0,2009.0
fokuscars,Konstancin jeziorna,https://allegro.pl/uzytkownik/fokuscars,33,42693.94,2013.21
mimi_011,Stary sącz,https://allegro.pl/uzytkownik/mimi_011,1,17500.0,2005.0
AngelaS13,Żnin,https://allegro.pl/uzytkownik/AngelaS13,1,61000.0,2008.0
Specnaz_z,Kroscienko,https://allegro.pl/uzytkownik/Specnaz_z,2,43000.0,2012.0
burza999,Ustka,https://allegro.pl/uzytkownik/burza999,2,147500.0,2016.0
przemas_ocz,Kaczyce,https://allegro.pl/uzytkownik/przemas_ocz,1,5000.0,1995.0
pawel811101,Zabrze,https://allegro.pl/uzytkownik/pawel811101,1,21000.0,2002.0
FALKOMSC,Piaseczno,https://allegro.pl/uzytkownik/FALKOMSC,1,31500.0,2008.0
aniamax7283,Kłodawa,https://allegro.pl/uzytkownik/aniamax7283,1,147000.0,2015.0
alazu,Sulejów,https://allegro.pl/uzytkownik/alazu,7,30985.71,2010.71
BellaJackets,Warszawa,https://allegro.pl/uzytkownik/BellaJackets,2,155000.0,2012.5
tylko_bmw,Nowogrodziec,https://allegro.pl/uzytkownik/tylko_bmw,8,54675.0,2013.12
polikarp_2006,Lądek zdrój,https://allegro.pl/uzytkownik/polikarp_2006,1,36200.0,2010.0
masterdisaster,Łódź,https://allegro.pl/uzytkownik/masterdisaster,1,8500.0,1994.0
jkfa,Stalowa wola,https://allegro.pl/uzytkownik/jkfa,1,20900.0,2005.0
Kokeszko,Wrocław,https://allegro.pl/uzytkownik/Kokeszko,1,52500.0,2007.0
Drivemotors,Wrocław,https://allegro.pl/uzytkownik/Drivemotors,1,20800.0,2010.0
bozena-m-77,Warszawa,https://allegro.pl/uzytkownik/bozena-m-77,1,50500.0,2010.0
pranczkem,Kielno,https://allegro.pl/uzytkownik/pranczkem,1,10400.0,2003.0
domieszko,Bolesławiec,https://allegro.pl/uzytkownik/domieszko,1,29900.0,2006.0
jarekjawor,Płoty,https://allegro.pl/uzytkownik/jarekjawor,1,29500.0,2008.0
przemekolejarz,Oświęcim,https://allegro.pl/uzytkownik/przemekolejarz,1,33900.0,2012.0
R_and_P,Piotrków tryb,https://allegro.pl/uzytkownik/R_and_P,1,17800.0,2003.0
XeonM3,Piaseczno,https://allegro.pl/uzytkownik/XeonM3,1,6900.0,1999.0
-visio-10,Gubin,https://allegro.pl/uzytkownik/-visio-10,7,35727.14,2009.43
furia31,Szczytno,https://allegro.pl/uzytkownik/furia31,2,14250.0,1997.5
erwin2626,Pszczew,https://allegro.pl/uzytkownik/erwin2626,1,11500.0,2007.0
Tom_is40,Alwernia,https://allegro.pl/uzytkownik/Tom_is40,1,41500.0,2006.0
mslubsko,Lubsko,https://allegro.pl/uzytkownik/mslubsko,4,14874.75,2003.5
jarek-j42,Kobyłka,https://allegro.pl/uzytkownik/jarek-j42,2,18250.0,1998.5
kasiasta24,Ostrów wielkopolski,https://allegro.pl/uzytkownik/kasiasta24,1,31000.0,2004.0
marek22922,Gaworzyce,https://allegro.pl/uzytkownik/marek22922,1,25000.0,2007.0
djdetox,Chełm,https://allegro.pl/uzytkownik/djdetox,1,38900.0,2006.0
sebalero,Żabno,https://allegro.pl/uzytkownik/sebalero,1,30000.0,2006.0
buby18,Radom,https://allegro.pl/uzytkownik/buby18,2,23950.0,2008.5
sylwia1197,Wlen,https://allegro.pl/uzytkownik/sylwia1197,1,3800.0,1998.0
adamstepnowski23,Olszewo-borki,https://allegro.pl/uzytkownik/adamstepnowski23,1,47500.0,2010.0
MO-CAR,Augustów,https://allegro.pl/uzytkownik/MO-CAR,8,22374.0,2007.75
marekkrupa3,Wojnicz,https://allegro.pl/uzytkownik/marekkrupa3,1,9200.0,2005.0
Mutek89,Czerwionka-leszczyny,https://allegro.pl/uzytkownik/Mutek89,1,7800.0,2000.0
klocek323,Łęknica,https://allegro.pl/uzytkownik/klocek323,2,2549.5,1996.5
malutki2010,Poznań,https://allegro.pl/uzytkownik/malutki2010,1,246000.0,2013.0
Handlarz13,Chynów,https://allegro.pl/uzytkownik/Handlarz13,1,23000.0,2008.0
dominikotto,Buk,https://allegro.pl/uzytkownik/dominikotto,1,71900.0,2011.0
hotcouture66,Płock,https://allegro.pl/uzytkownik/hotcouture66,2,21700.0,1983.0
kbrade,Głogów,https://allegro.pl/uzytkownik/kbrade,1,33000.0,2011.0
wiolecia3wm,Gromadka,https://allegro.pl/uzytkownik/wiolecia3wm,1,12900.0,2004.0
adrian-starzak,Boiska,https://allegro.pl/uzytkownik/adrian-starzak,2,18950.0,2000.5
Rotaxpl,Skórcz,https://allegro.pl/uzytkownik/Rotaxpl,1,19900.0,2002.0
KRYSTIAN380,Lublin,https://allegro.pl/uzytkownik/KRYSTIAN380,1,20700.0,2004.0
Modrak1-M1,Borzestowo,https://allegro.pl/uzytkownik/Modrak1-M1,1,17900.0,2006.0
aska7417,Ostrów wielkopolski,https://allegro.pl/uzytkownik/aska7417,1,14500.0,2008.0
77mirka77,Wola radziszowska,https://allegro.pl/uzytkownik/77mirka77,1,59900.0,2010.0
paula230041,Kutno,https://allegro.pl/uzytkownik/paula230041,1,18900.0,2002.0
dominikvip,Brzeg,https://allegro.pl/uzytkownik/dominikvip,1,22900.0,2002.0
carpet24,Skawina,https://allegro.pl/uzytkownik/carpet24,1,134000.0,2017.0
maagdi,Gubin,https://allegro.pl/uzytkownik/maagdi,2,161000.0,2015.0
kaha17,Przechlewo,https://allegro.pl/uzytkownik/kaha17,1,29900.0,2006.0
Outletmarket,Kraków,https://allegro.pl/uzytkownik/Outletmarket,1,29900.0,2008.0
Wladziu5454,Tymowa,https://allegro.pl/uzytkownik/Wladziu5454,1,54300.0,2013.0
stasv8,Poznań,https://allegro.pl/uzytkownik/stasv8,1,4450.0,2002.0
grzyw_ka,Warszawa,https://allegro.pl/uzytkownik/grzyw_ka,1,36000.0,2009.0
pccrossman,Myszków,https://allegro.pl/uzytkownik/pccrossman,1,96000.0,2011.0
zlomstal1,Bożewo,https://allegro.pl/uzytkownik/zlomstal1,1,25000.0,2003.0
kinuulla,Warszawa,https://allegro.pl/uzytkownik/kinuulla,2,96450.0,2013.0
aguskaw9,Gołuchów,https://allegro.pl/uzytkownik/aguskaw9,1,5700.0,2002.0
zarcars,Nysa,https://allegro.pl/uzytkownik/zarcars,1,11900.0,2005.0
Necromant,Dębnica kaszubska,https://allegro.pl/uzytkownik/Necromant,1,24000.0,2003.0
anetka_lw,Lidzbark warm,https://allegro.pl/uzytkownik/anetka_lw,1,6900.0,2005.0
messof,Gniezno,https://allegro.pl/uzytkownik/messof,5,58300.0,2007.6
poniatowski73,Rawicz,https://allegro.pl/uzytkownik/poniatowski73,1,94000.0,2015.0
20wowo20,Zakliczyn,https://allegro.pl/uzytkownik/20wowo20,1,29600.0,2005.0
Arturoart,Małkowo,https://allegro.pl/uzytkownik/Arturoart,1,30000.0,2010.0
tbaracz,Cisownica,https://allegro.pl/uzytkownik/tbaracz,5,3720.0,2016.0
fabi7,Przecław,https://allegro.pl/uzytkownik/fabi7,1,57500.0,2009.0
aniuska21l,Ciepielów,https://allegro.pl/uzytkownik/aniuska21l,1,22900.0,2006.0
arturfolia,Warszawa,https://allegro.pl/uzytkownik/arturfolia,1,21500.0,2003.0
Jaroy,Warszawa,https://allegro.pl/uzytkownik/Jaroy,1,46999.0,2012.0
kraseq,Białystok,https://allegro.pl/uzytkownik/kraseq,1,23900.0,2006.0
Ela615,Ostrowiec św.,https://allegro.pl/uzytkownik/Ela615,1,17800.0,2006.0
Liptakowka,Białka tatrzańska,https://allegro.pl/uzytkownik/Liptakowka,2,82449.5,2013.0
Client:42548323,Szczecin,https://allegro.pl/uzytkownik/Client:42548323,1,7000.0,2002.0
kydami,Gliwice,https://allegro.pl/uzytkownik/kydami,1,5000.0,2001.0
tulus_tomus,Lodz,https://allegro.pl/uzytkownik/tulus_tomus,1,26700.0,2004.0
smateusz1,Reda,https://allegro.pl/uzytkownik/smateusz1,1,25900.0,1987.0
Berlin2015,Poznan,https://allegro.pl/uzytkownik/Berlin2015,1,9800.0,2002.0
Client:39295611,Warszawa,https://allegro.pl/uzytkownik/Client:39295611,1,20500.0,2004.0
ZbyszekKlimek,Łagów,https://allegro.pl/uzytkownik/ZbyszekKlimek,1,62500.0,2013.0
Ekron,Kalwaria zebrzydowska,https://allegro.pl/uzytkownik/Ekron,1,36900.0,2011.0
szatan113,Poronin,https://allegro.pl/uzytkownik/szatan113,1,4000.0,1997.0
aniawiesiek1,Dobrcz,https://allegro.pl/uzytkownik/aniawiesiek1,1,34900.0,2004.0
racoviak1921,Częstochowa ,https://allegro.pl/uzytkownik/racoviak1921,1,44900.0,2014.0
mmauta,Wiślica,https://allegro.pl/uzytkownik/mmauta,5,34583.4,2010.2
KaskaTym,Biała podlaska,https://allegro.pl/uzytkownik/KaskaTym,1,19900.0,2002.0
Client:41958471,Czarnków,https://allegro.pl/uzytkownik/Client:41958471,1,56900.0,2010.0
maniekmanieko2,Kołbiel,https://allegro.pl/uzytkownik/maniekmanieko2,1,27900.0,2012.0
harry_098,Miedzyrzec podl,https://allegro.pl/uzytkownik/harry_098,1,9100.0,2005.0
KubaHotRod,Łódź,https://allegro.pl/uzytkownik/KubaHotRod,1,57900.0,2015.0
DAG63,Łódź,https://allegro.pl/uzytkownik/DAG63,1,4700.0,2001.0
Pawel4928,Królików,https://allegro.pl/uzytkownik/Pawel4928,1,22800.0,2004.0
marcinolesiuk,Białystok,https://allegro.pl/uzytkownik/marcinolesiuk,1,29000.0,2005.0
AUTOLAND99,Skórzewo/poznań,https://allegro.pl/uzytkownik/AUTOLAND99,1,26500.0,2003.0
Piotr22858817,Kielce ,https://allegro.pl/uzytkownik/Piotr22858817,1,4500.0,2001.0
oliwierg2013,Wrocław,https://allegro.pl/uzytkownik/oliwierg2013,1,209000.0,2016.0
CarGorzow,Gorzów wielkopolski,https://allegro.pl/uzytkownik/CarGorzow,11,60517.27,2013.64
pnowacki,Krotoszyn,https://allegro.pl/uzytkownik/pnowacki,1,13900.0,1999.0
rgoc,Myszków,https://allegro.pl/uzytkownik/rgoc,1,94900.0,2011.0
mmlesniak,Kraków,https://allegro.pl/uzytkownik/mmlesniak,1,86000.0,2009.0
joker19855,Wierzchowisko koło częstochowy ,https://allegro.pl/uzytkownik/joker19855,1,155000.0,2014.0
kamilboguszewicz,Gdańsk,https://allegro.pl/uzytkownik/kamilboguszewicz,1,19000.0,2002.0
anka_548,Poznań,https://allegro.pl/uzytkownik/anka_548,1,19900.0,2005.0
motorownia09,Bielsko-biała,https://allegro.pl/uzytkownik/motorownia09,2,22950.0,2008.5
manuela100,Cedynia,https://allegro.pl/uzytkownik/manuela100,5,11640.0,2006.2
Radek-Sm,Żary,https://allegro.pl/uzytkownik/Radek-Sm,1,47900.0,2012.0
Kuczi_m,Krosno,https://allegro.pl/uzytkownik/Kuczi_m,1,34900.0,2008.0
