nazwa,lokalizacja,url,ilosc_samochodow,srednia_cena,sredni_wiek
chester003,Jaśkowice,https://allegro.pl/uzytkownik/chester003,1,15900.0,2005.0
Client:43833928,Sosnowiec,https://allegro.pl/uzytkownik/Client:43833928,1,4000.0,1998.0
marek99331,Mielec,https://allegro.pl/uzytkownik/marek99331,1,23900.0,2006.0
teniu23,Gorzyce,https://allegro.pl/uzytkownik/teniu23,1,6300.0,2002.0
L_Shymanska,Katowice,https://allegro.pl/uzytkownik/L_Shymanska,1,5500.0,2004.0
Aries-2004,Prochowice,https://allegro.pl/uzytkownik/Aries-2004,1,6900.0,2004.0
skoczek234,Białobrzegi ,https://allegro.pl/uzytkownik/skoczek234,1,40000.0,2013.0
marcelios,Gąbin,https://allegro.pl/uzytkownik/marcelios,1,25600.0,2008.0
oleki2,Złocieniec,https://allegro.pl/uzytkownik/oleki2,1,3000.0,2000.0
mixed3,Lutomiersk,https://allegro.pl/uzytkownik/mixed3,1,31500.0,2013.0
NaWaDo,Piaseczno,https://allegro.pl/uzytkownik/NaWaDo,1,8500.0,2000.0
bulapower,Bierutów,https://allegro.pl/uzytkownik/bulapower,1,15000.0,2007.0
miczi100,Lublin,https://allegro.pl/uzytkownik/miczi100,1,9500.0,2009.0
kalfior1,Augustów,https://allegro.pl/uzytkownik/kalfior1,1,20999.0,2007.0
Rafik_49,Barlinek,https://allegro.pl/uzytkownik/Rafik_49,1,28499.0,2007.0
owenluk,Kiełczów,https://allegro.pl/uzytkownik/owenluk,1,55900.0,2014.0
michak1982,Piechowice,https://allegro.pl/uzytkownik/michak1982,1,28000.0,2010.0
wisienka01,Łódź,https://allegro.pl/uzytkownik/wisienka01,1,38000.0,2009.0
Mika_2121,Józefów,https://allegro.pl/uzytkownik/Mika_2121,1,17500.0,2007.0
DROZD-D8,Lemierzyce,https://allegro.pl/uzytkownik/DROZD-D8,1,8500.0,2000.0
oadamczyk,Marki,https://allegro.pl/uzytkownik/oadamczyk,1,110000.0,2012.0
Monika-M202,Lubichowo,https://allegro.pl/uzytkownik/Monika-M202,1,7500.0,2001.0
keraj21_2006,Poznań,https://allegro.pl/uzytkownik/keraj21_2006,1,37500.0,2012.0
darcia363,Kcynia,https://allegro.pl/uzytkownik/darcia363,1,17500.0,2005.0
beti_brzesko,Brzesko,https://allegro.pl/uzytkownik/beti_brzesko,1,13700.0,2005.0
goder1,Mogilany,https://allegro.pl/uzytkownik/goder1,1,8500.0,1999.0
GURALLL87,Mrocza,https://allegro.pl/uzytkownik/GURALLL87,1,6800.0,2003.0
sloe,Masłomiąca,https://allegro.pl/uzytkownik/sloe,1,12500.0,2005.0
AgaPrzybysz77,Cała polska,https://allegro.pl/uzytkownik/AgaPrzybysz77,1,62900.0,2015.0
kostlik86,Jedlicze,https://allegro.pl/uzytkownik/kostlik86,1,10000.0,2001.0
fhumaxx,Mrągowo,https://allegro.pl/uzytkownik/fhumaxx,1,31990.0,2015.0
PETER621,Grudziądz,https://allegro.pl/uzytkownik/PETER621,1,14000.0,2007.0
Edytka16183,Przemęt,https://allegro.pl/uzytkownik/Edytka16183,1,19500.0,2009.0
kacil,Warszawa wawer,https://allegro.pl/uzytkownik/kacil,1,8600.0,2003.0
rafal_87_87,Dzierżoniów,https://allegro.pl/uzytkownik/rafal_87_87,1,51000.0,2011.0
badziorpk,Gorzów wlkp,https://allegro.pl/uzytkownik/badziorpk,1,62500.0,2013.0
Sky_Truck,Daszyna,https://allegro.pl/uzytkownik/Sky_Truck,1,4500.0,1998.0
gosiekw86,Rawicz,https://allegro.pl/uzytkownik/gosiekw86,1,94500.0,2017.0
kokoszka1979,Gdansk,https://allegro.pl/uzytkownik/kokoszka1979,1,33800.0,2015.0
ZTE_RADOM,Radom,https://allegro.pl/uzytkownik/ZTE_RADOM,1,12900.0,2004.0
sebud5,Nysa,https://allegro.pl/uzytkownik/sebud5,1,1650.0,1997.0
karpinskaj000,Ostrowite,https://allegro.pl/uzytkownik/karpinskaj000,1,31500.0,2006.0
oligator04,Komorów ,https://allegro.pl/uzytkownik/oligator04,1,28900.0,2011.0
winkowskihenryk,Maksymilianowo,https://allegro.pl/uzytkownik/winkowskihenryk,1,1200.0,1997.0
karolux12,Łubowo,https://allegro.pl/uzytkownik/karolux12,1,71999.0,2010.0
zuzaizenek,Kraków,https://allegro.pl/uzytkownik/zuzaizenek,1,19500.0,2007.0
mjm211,Warszawa,https://allegro.pl/uzytkownik/mjm211,1,37300.0,2015.0
Garci23,Konskie,https://allegro.pl/uzytkownik/Garci23,1,58500.0,2014.0
michalpudlo,Stężyca,https://allegro.pl/uzytkownik/michalpudlo,1,11900.0,2004.0
Seba_lbk,Koszalin,https://allegro.pl/uzytkownik/Seba_lbk,1,13900.0,2005.0
NIESMIERTELNIK04,Jawor,https://allegro.pl/uzytkownik/NIESMIERTELNIK04,1,36000.0,2007.0
autonaprawagg,Częstochowa,https://allegro.pl/uzytkownik/autonaprawagg,1,6200.0,2007.0
gosia25_ss,Podrzewie,https://allegro.pl/uzytkownik/gosia25_ss,1,18500.0,2007.0
vtrans,Warszawa,https://allegro.pl/uzytkownik/vtrans,1,22900.0,2009.0
jacek_2099,Pila,https://allegro.pl/uzytkownik/jacek_2099,1,25700.0,2008.0
www_autoimport_p,Kutno,https://allegro.pl/uzytkownik/www_autoimport_p,1,17900.0,1993.0
tomi826,Krzepielów,https://allegro.pl/uzytkownik/tomi826,1,3500.0,2000.0
rbaggio18,Międzychód - bielsko,https://allegro.pl/uzytkownik/rbaggio18,1,46900.0,2014.0
kfracek,Września,https://allegro.pl/uzytkownik/kfracek,1,20500.0,2008.0
Client:28759219,Myszków,https://allegro.pl/uzytkownik/Client:28759219,1,6500.0,1999.0
maciek35m1,Warszawa,https://allegro.pl/uzytkownik/maciek35m1,1,24000.0,2009.0
kuleczka997,Rzepin,https://allegro.pl/uzytkownik/kuleczka997,1,10000.0,2002.0
karola-s_86,Ełk,https://allegro.pl/uzytkownik/karola-s_86,1,6800.0,2001.0
seconds_allegro,Choszczno,https://allegro.pl/uzytkownik/seconds_allegro,1,10000.0,2005.0
Alicja_Czarnecka,Gryfice,https://allegro.pl/uzytkownik/Alicja_Czarnecka,1,6500.0,2002.0
marcin2123,Wydrza,https://allegro.pl/uzytkownik/marcin2123,1,6700.0,2002.0
mite16,Reda,https://allegro.pl/uzytkownik/mite16,1,2500.0,1997.0
wo-mech,Dynów,https://allegro.pl/uzytkownik/wo-mech,1,41500.0,2010.0
Tomastom,Poznań,https://allegro.pl/uzytkownik/Tomastom,1,20500.0,2008.0
bartek_chaos,Mazowszany,https://allegro.pl/uzytkownik/bartek_chaos,1,2500.0,1998.0
bobson2933,Pucice,https://allegro.pl/uzytkownik/bobson2933,1,37000.0,2010.0
edytaz80,Rumianek,https://allegro.pl/uzytkownik/edytaz80,1,5500.0,1997.0
krokusek78,Smardzewice,https://allegro.pl/uzytkownik/krokusek78,1,4900.0,2000.0
dorka1312,Sosnowiec,https://allegro.pl/uzytkownik/dorka1312,1,5000.0,1999.0
Tomalah,Warszawa,https://allegro.pl/uzytkownik/Tomalah,2,21900.0,2006.0
Bakaraszta,Łomianki,https://allegro.pl/uzytkownik/Bakaraszta,1,42600.0,2016.0
gunia1251,Szamotuły,https://allegro.pl/uzytkownik/gunia1251,1,2000.0,1994.0
ggaguga,Warszowice,https://allegro.pl/uzytkownik/ggaguga,1,6700.0,2000.0
pawel83l,Krempachy,https://allegro.pl/uzytkownik/pawel83l,1,25500.0,2008.0
plzownik,Krośnice,https://allegro.pl/uzytkownik/plzownik,1,16900.0,2007.0
duli2006,Osiek,https://allegro.pl/uzytkownik/duli2006,2,46997.0,2010.5
michalcetyn,Trzebielino,https://allegro.pl/uzytkownik/michalcetyn,1,17900.0,2008.0
Edikowalska,Terespol,https://allegro.pl/uzytkownik/Edikowalska,1,16400.0,2005.0
Ernest221,Ostróda,https://allegro.pl/uzytkownik/Ernest221,1,22900.0,2011.0
brodam1,Kłodawa,https://allegro.pl/uzytkownik/brodam1,1,25000.0,2006.0
Grisza_Prendi,Łańcut,https://allegro.pl/uzytkownik/Grisza_Prendi,1,9500.0,2002.0
figury,Otyń,https://allegro.pl/uzytkownik/figury,1,7500.0,2002.0
magkom4,Goleniów,https://allegro.pl/uzytkownik/magkom4,1,11000.0,2004.0
BartoszGRAJ,Września,https://allegro.pl/uzytkownik/BartoszGRAJ,1,87000.0,2016.0
Client:40295778,Laskowice,https://allegro.pl/uzytkownik/Client:40295778,1,8900.0,2002.0
lp-autogaz,Siedlce,https://allegro.pl/uzytkownik/lp-autogaz,1,2500.0,1995.0
tomiiiiiiii,Strzegom,https://allegro.pl/uzytkownik/tomiiiiiiii,1,30900.0,2009.0
r-alexandra,Kraków,https://allegro.pl/uzytkownik/r-alexandra,1,17700.0,2006.0
Nelka12333,Ostrzeszów,https://allegro.pl/uzytkownik/Nelka12333,1,18900.0,2006.0
duczek1000,Wroclaw,https://allegro.pl/uzytkownik/duczek1000,1,42900.0,2011.0
MegaDiamond,Rumia,https://allegro.pl/uzytkownik/MegaDiamond,1,19000.0,2008.0
007mariusz007,Szczytno,https://allegro.pl/uzytkownik/007mariusz007,1,32000.0,2012.0
Auto Świat,Wieliczka,https://allegro.pl/uzytkownik/Auto Świat,1,34900.0,2013.0
Client:39189506,Sopot,https://allegro.pl/uzytkownik/Client:39189506,1,7900.0,1998.0
KOTRASSZALLA,Pruszcz,https://allegro.pl/uzytkownik/KOTRASSZALLA,1,18500.0,2010.0
pepe212,Kraków,https://allegro.pl/uzytkownik/pepe212,1,19900.0,2009.0
filipiak71,Legnica,https://allegro.pl/uzytkownik/filipiak71,1,59990.0,2010.0
MaTelusch,Grodzisk duży,https://allegro.pl/uzytkownik/MaTelusch,1,21000.0,2008.0
jola8334,Skąpe,https://allegro.pl/uzytkownik/jola8334,1,26200.0,2010.0
olszewski_2006,Małomice,https://allegro.pl/uzytkownik/olszewski_2006,1,7200.0,2001.0
krajan101,Dzierzgoń,https://allegro.pl/uzytkownik/krajan101,1,41500.0,2010.0
QUINN2,Poznań,https://allegro.pl/uzytkownik/QUINN2,1,44000.0,2012.0
manuelosts1c,Łódź,https://allegro.pl/uzytkownik/manuelosts1c,1,62900.0,2016.0
marcianuss,Bielsko-biała,https://allegro.pl/uzytkownik/marcianuss,1,18500.0,2006.0
Leszek_Kubas,Witanowice,https://allegro.pl/uzytkownik/Leszek_Kubas,1,34600.0,2011.0
Rosomak2811,Małdyty,https://allegro.pl/uzytkownik/Rosomak2811,1,16500.0,2006.0
piotrek_sz1,Wrocław,https://allegro.pl/uzytkownik/piotrek_sz1,1,23500.0,2007.0
angelika1970,Miedzyrzecz gorny,https://allegro.pl/uzytkownik/angelika1970,1,30000.0,2011.0
artiom75,Oronsko,https://allegro.pl/uzytkownik/artiom75,1,13800.0,2006.0
sancho2008,Barlinek,https://allegro.pl/uzytkownik/sancho2008,1,6900.0,2007.0
consoleta20,Gostyń,https://allegro.pl/uzytkownik/consoleta20,1,24000.0,2004.0
MPall,Jelenia góra,https://allegro.pl/uzytkownik/MPall,1,38500.0,2011.0
Cumbrowski,Dragacz,https://allegro.pl/uzytkownik/Cumbrowski,2,14500.0,2004.0
bountyhunter,Marcinowice,https://allegro.pl/uzytkownik/bountyhunter,1,15000.0,2007.0
Princesse321,Plewiska,https://allegro.pl/uzytkownik/Princesse321,1,24999.0,2006.0
miki19901,Czernikowo,https://allegro.pl/uzytkownik/miki19901,1,8300.0,2003.0
waldimar4,Turek,https://allegro.pl/uzytkownik/waldimar4,1,42000.0,2012.0
darek14490,Uniejów,https://allegro.pl/uzytkownik/darek14490,1,21900.0,2009.0
adam19778,Nietążkowo,https://allegro.pl/uzytkownik/adam19778,1,38000.0,2013.0
p-anmar,Jurowce,https://allegro.pl/uzytkownik/p-anmar,1,6500.0,2003.0
kamilmadej94,Radecznica,https://allegro.pl/uzytkownik/kamilmadej94,1,16500.0,2007.0
Client:44943569,Sompolno,https://allegro.pl/uzytkownik/Client:44943569,1,13300.0,2008.0
maro-40-leon,Płock,https://allegro.pl/uzytkownik/maro-40-leon,1,22900.0,2008.0
Adasko997,Brzeg dolny,https://allegro.pl/uzytkownik/Adasko997,1,9000.0,2005.0
Rafal-R1-R6-R1,Szczutowo,https://allegro.pl/uzytkownik/Rafal-R1-R6-R1,1,4200.0,1999.0
mala1205,Chełmno,https://allegro.pl/uzytkownik/mala1205,1,41000.0,2013.0
Edii23,Lubsko,https://allegro.pl/uzytkownik/Edii23,1,27000.0,2009.0
rybuchna,Zagórów,https://allegro.pl/uzytkownik/rybuchna,1,15500.0,2000.0
gemini24_com_pl,Włocławek,https://allegro.pl/uzytkownik/gemini24_com_pl,1,7300.0,2002.0
ukiniesci,Lublin,https://allegro.pl/uzytkownik/ukiniesci,1,83900.0,2013.0
syrewiczg,Choczewo,https://allegro.pl/uzytkownik/syrewiczg,1,26999.0,2004.0
jomi-al,Skwierzyna,https://allegro.pl/uzytkownik/jomi-al,1,31200.0,2004.0
gosia-r1,Zwierzyn,https://allegro.pl/uzytkownik/gosia-r1,1,14500.0,2005.0
AG-Net,Ciechocinek,https://allegro.pl/uzytkownik/AG-Net,1,35900.0,2012.0
CASE135,Czechowice-dziedzice,https://allegro.pl/uzytkownik/CASE135,1,13800.0,2006.0
PatWoz,Trzcianka,https://allegro.pl/uzytkownik/PatWoz,1,19500.0,2006.0
hrvm,Olkusz,https://allegro.pl/uzytkownik/hrvm,1,19900.0,2006.0
guciu64,Wroclaw,https://allegro.pl/uzytkownik/guciu64,1,6500.0,1988.0
MotocykieleJanta,Katowice,https://allegro.pl/uzytkownik/MotocykieleJanta,1,50900.0,2013.0
bobomaxi,Halinów,https://allegro.pl/uzytkownik/bobomaxi,1,25900.0,2010.0
kkarolinkaa1,Trąbki wielkie,https://allegro.pl/uzytkownik/kkarolinkaa1,1,19000.0,2006.0
Pater7128,Złotów,https://allegro.pl/uzytkownik/Pater7128,1,35000.0,2007.0
manioj84,Bronów,https://allegro.pl/uzytkownik/manioj84,1,10500.0,2002.0
jerzy135,Zawadzkie,https://allegro.pl/uzytkownik/jerzy135,1,11000.0,2002.0
Mlodycch,Chełmno,https://allegro.pl/uzytkownik/Mlodycch,1,29500.0,2006.0
its_subaru,Radom,https://allegro.pl/uzytkownik/its_subaru,1,22000.0,2007.0
Tomas23_1992,Kalisz,https://allegro.pl/uzytkownik/Tomas23_1992,1,35000.0,2016.0
lukaszj1994,Daszyna,https://allegro.pl/uzytkownik/lukaszj1994,1,18500.0,2007.0
Slawko_2011,Rzgów,https://allegro.pl/uzytkownik/Slawko_2011,1,25500.0,2009.0
kissmipelka94,Oleszyce,https://allegro.pl/uzytkownik/kissmipelka94,1,7000.0,2002.0
moskwah,Slupsk,https://allegro.pl/uzytkownik/moskwah,1,6500.0,2002.0
KataJast,Białystok,https://allegro.pl/uzytkownik/KataJast,1,4900.0,1997.0
agniesiaaj,Łowicz,https://allegro.pl/uzytkownik/agniesiaaj,1,6900.0,1999.0
pawelek1983w,Kluczbork,https://allegro.pl/uzytkownik/pawelek1983w,1,6000.0,2003.0
123emu,Rytwiany,https://allegro.pl/uzytkownik/123emu,1,17200.0,2008.0
mistrzuniu100,Wieleń,https://allegro.pl/uzytkownik/mistrzuniu100,1,16500.0,2004.0
ChWojciech,Mrągowo,https://allegro.pl/uzytkownik/ChWojciech,1,35500.0,2012.0
romekjeznach,Ożarów mazowiecki,https://allegro.pl/uzytkownik/romekjeznach,1,24700.0,2011.0
PREMIUMcars1,Błażowa,https://allegro.pl/uzytkownik/PREMIUMcars1,1,59800.0,2015.0
gruby2016,Drawsko pomorskie,https://allegro.pl/uzytkownik/gruby2016,1,33700.0,2010.0
redcarnysa,Nysa,https://allegro.pl/uzytkownik/redcarnysa,1,44999.0,2011.0
automeg18,Polanica zdroj,https://allegro.pl/uzytkownik/automeg18,1,16700.0,2008.0
22Macko,Żywiec,https://allegro.pl/uzytkownik/22Macko,1,39000.0,2010.0
miki612915,Kamionna,https://allegro.pl/uzytkownik/miki612915,1,4200.0,2004.0
MOTOHIT2,Oleśnica,https://allegro.pl/uzytkownik/MOTOHIT2,1,25400.0,2010.0
dasmet,Zabrze,https://allegro.pl/uzytkownik/dasmet,1,39000.0,2007.0
zaba0405,Sulejówek,https://allegro.pl/uzytkownik/zaba0405,1,38000.0,2011.0
gacus97,Łażany,https://allegro.pl/uzytkownik/gacus97,1,23000.0,2007.0
piniu_legnica,Złotoryja,https://allegro.pl/uzytkownik/piniu_legnica,1,19800.0,2007.0
darunieczek,Warszawa,https://allegro.pl/uzytkownik/darunieczek,2,47000.0,2013.5
mkjk,Sławno,https://allegro.pl/uzytkownik/mkjk,1,39000.0,2012.0
Martare9,Ustron,https://allegro.pl/uzytkownik/Martare9,1,64900.0,2013.0
Danio1285,Nowy dwór mazowiecki,https://allegro.pl/uzytkownik/Danio1285,1,5500.0,2006.0
Garthol,Warszawa,https://allegro.pl/uzytkownik/Garthol,1,27000.0,2011.0
PATIS19,Nowy tomyśl,https://allegro.pl/uzytkownik/PATIS19,1,5800.0,2000.0
zfa250,Kłodzko,https://allegro.pl/uzytkownik/zfa250,1,155000.0,2018.0
Monkeyy,Krynica -zdrój,https://allegro.pl/uzytkownik/Monkeyy,1,13400.0,2004.0
cukiernia-1918,Żywiec,https://allegro.pl/uzytkownik/cukiernia-1918,1,34999.0,2014.0
miemag,Gdynia,https://allegro.pl/uzytkownik/miemag,1,15000.0,2005.0
boomer_marcin,Rybnik,https://allegro.pl/uzytkownik/boomer_marcin,1,4700.0,1999.0
Czajajacek11,Czestochowa,https://allegro.pl/uzytkownik/Czajajacek11,1,9500.0,1994.0
Client:35708951,Grodzisk wielkopolski,https://allegro.pl/uzytkownik/Client:35708951,1,14000.0,2008.0
marcinmar25,Zawiercie,https://allegro.pl/uzytkownik/marcinmar25,1,33900.0,2005.0
Kasia88-K1,Chociwel,https://allegro.pl/uzytkownik/Kasia88-K1,1,15700.0,2008.0
pabar1,Starogard gdański,https://allegro.pl/uzytkownik/pabar1,1,19400.0,2004.0
golmar2000,Jastrowie,https://allegro.pl/uzytkownik/golmar2000,1,3200.0,1996.0
mati19_02,Warszawa,https://allegro.pl/uzytkownik/mati19_02,1,129000.0,2014.0
Lang-Trans,Pruszków,https://allegro.pl/uzytkownik/Lang-Trans,1,35900.0,2012.0
LucekAudio,Wałcz,https://allegro.pl/uzytkownik/LucekAudio,1,6900.0,1998.0
PHTU-Bartek,Kowala,https://allegro.pl/uzytkownik/PHTU-Bartek,1,34000.0,2010.0
KryniaWaw,Warszawa,https://allegro.pl/uzytkownik/KryniaWaw,1,7600.0,2003.0
Client:49255671,Warszawa,https://allegro.pl/uzytkownik/Client:49255671,1,29600.0,2011.0
AndrzejL1404,Malbork,https://allegro.pl/uzytkownik/AndrzejL1404,1,15500.0,2015.0
Client:36864460,Kielce,https://allegro.pl/uzytkownik/Client:36864460,1,18700.0,2006.0
29205781,Opole,https://allegro.pl/uzytkownik/29205781,1,10900.0,2002.0
pocisk85,Strzelno,https://allegro.pl/uzytkownik/pocisk85,1,22500.0,2007.0
anetairafal,Lublin,https://allegro.pl/uzytkownik/anetairafal,1,20500.0,2006.0
axnxdx,Bydgoszcz,https://allegro.pl/uzytkownik/axnxdx,1,17600.0,2007.0
bonzo1-b1,Latowice,https://allegro.pl/uzytkownik/bonzo1-b1,1,13999.0,2009.0
piecia1983,Wilkasy,https://allegro.pl/uzytkownik/piecia1983,1,19990.0,2008.0
jnr83,Siedliszcze,https://allegro.pl/uzytkownik/jnr83,1,30000.0,2011.0
Stiepo,Włoszczowa,https://allegro.pl/uzytkownik/Stiepo,1,4990.0,1990.0
tomaszpytel1,Kielce,https://allegro.pl/uzytkownik/tomaszpytel1,1,8200.0,2017.0
robertmp1973,Częstochowa,https://allegro.pl/uzytkownik/robertmp1973,1,17500.0,2007.0
czikita311,Karczew,https://allegro.pl/uzytkownik/czikita311,1,18700.0,2007.0
piotrekkru5,Tarnawa,https://allegro.pl/uzytkownik/piotrekkru5,1,34600.0,2011.0
piochu11,Brzoza,https://allegro.pl/uzytkownik/piochu11,1,17900.0,2008.0
hoholek1,Wrocław,https://allegro.pl/uzytkownik/hoholek1,1,42000.0,2006.0
pleban2,Łódź,https://allegro.pl/uzytkownik/pleban2,1,30000.0,1997.0
mcpaszczak,Gniew,https://allegro.pl/uzytkownik/mcpaszczak,1,33500.0,2010.0
nestormandzuga,Przewóz,https://allegro.pl/uzytkownik/nestormandzuga,1,26900.0,2010.0
selma81,Wrocław,https://allegro.pl/uzytkownik/selma81,1,17000.0,2007.0
norbert7421,Sienna,https://allegro.pl/uzytkownik/norbert7421,1,49999.0,2013.0
Bourbon82,Wrocław,https://allegro.pl/uzytkownik/Bourbon82,1,119999.0,2016.0
pesel70,Kraków,https://allegro.pl/uzytkownik/pesel70,1,39900.0,2013.0
stokrotka1OO,Kedzierzyn-kozle,https://allegro.pl/uzytkownik/stokrotka1OO,1,2000.0,1997.0
mariusz_kiecol,Brąszewice,https://allegro.pl/uzytkownik/mariusz_kiecol,1,6300.0,2000.0
mario1_1o,Wędzina,https://allegro.pl/uzytkownik/mario1_1o,1,15000.0,2005.0
manikok,Sieradz,https://allegro.pl/uzytkownik/manikok,1,24300.0,2008.0
kalina2424,Przeginia,https://allegro.pl/uzytkownik/kalina2424,1,15900.0,1998.0
Bartas871,Kostrzyn nad odrą,https://allegro.pl/uzytkownik/Bartas871,1,30000.0,2010.0
Kubabobbyland,Ostróda,https://allegro.pl/uzytkownik/Kubabobbyland,1,5000.0,2000.0
LokiFun,Mścice,https://allegro.pl/uzytkownik/LokiFun,1,5999.0,2000.0
jezyku1982,Paradyż,https://allegro.pl/uzytkownik/jezyku1982,1,9600.0,2003.0
dxaniel,Poznań,https://allegro.pl/uzytkownik/dxaniel,1,14544.0,2005.0
reivitis11,Nowa wieś wrocławska,https://allegro.pl/uzytkownik/reivitis11,1,5500.0,2005.0
fasolka56,Kostomłoty,https://allegro.pl/uzytkownik/fasolka56,1,14800.0,2006.0
wiesia_18227,Rzgów,https://allegro.pl/uzytkownik/wiesia_18227,1,19999.0,2008.0
PrzemekG78,Miechow,https://allegro.pl/uzytkownik/PrzemekG78,1,21900.0,2008.0
miernik23,Ostrołęka,https://allegro.pl/uzytkownik/miernik23,1,26900.0,2016.0
emo100,Zgorzelec,https://allegro.pl/uzytkownik/emo100,1,8000.0,1998.0
Weasley85,Przemyśl,https://allegro.pl/uzytkownik/Weasley85,1,25500.0,2009.0
dj_cross,Michalin,https://allegro.pl/uzytkownik/dj_cross,1,1299.0,1996.0
FELGUS,Kwilcz,https://allegro.pl/uzytkownik/FELGUS,1,36000.0,2003.0
vw-erni,Augustów,https://allegro.pl/uzytkownik/vw-erni,1,139999.0,2015.0
dorcia2510,Piaski,https://allegro.pl/uzytkownik/dorcia2510,1,13500.0,2003.0
piotrmaslanka652,Wolin,https://allegro.pl/uzytkownik/piotrmaslanka652,1,2320.0,2012.0
szalonydambon,Reńska wieś,https://allegro.pl/uzytkownik/szalonydambon,1,23800.0,2010.0
arabus_30,Kamień,https://allegro.pl/uzytkownik/arabus_30,3,22266.33,2011.0
TOMI-CAR,Kcynia,https://allegro.pl/uzytkownik/TOMI-CAR,1,37900.0,2005.0
Pietia773,Gdańsk,https://allegro.pl/uzytkownik/Pietia773,1,12500.0,2004.0
nm01,Mielec,https://allegro.pl/uzytkownik/nm01,1,23500.0,2009.0
ELTOROPOLE2,Opole,https://allegro.pl/uzytkownik/ELTOROPOLE2,1,8900.0,1998.0
krzys651,Bogatynia,https://allegro.pl/uzytkownik/krzys651,1,28500.0,2009.0
Client:47775210,Zbuczyn,https://allegro.pl/uzytkownik/Client:47775210,1,16800.0,2005.0
majka091109,Bielsko-biała,https://allegro.pl/uzytkownik/majka091109,1,10500.0,2003.0
WAC6000,Krzycko male,https://allegro.pl/uzytkownik/WAC6000,1,8900.0,2003.0
sylwia_dz1,Złotokłos,https://allegro.pl/uzytkownik/sylwia_dz1,1,29900.0,2015.0
Ecu1991,Kroczyce,https://allegro.pl/uzytkownik/Ecu1991,1,17500.0,2008.0
barthez838,Tarnowo podgórne,https://allegro.pl/uzytkownik/barthez838,2,26249.5,2007.5
pjakima,Kraków,https://allegro.pl/uzytkownik/pjakima,1,13000.0,2005.0
KOSI_9,Ząbki,https://allegro.pl/uzytkownik/KOSI_9,2,32500.0,2010.0
DAMIANELA,Chociszewo,https://allegro.pl/uzytkownik/DAMIANELA,1,14500.0,2006.0
piotrek-woj,Czersk,https://allegro.pl/uzytkownik/piotrek-woj,1,25000.0,2008.0
Szrejbi,Brodnica,https://allegro.pl/uzytkownik/Szrejbi,1,15900.0,2005.0
Dukos1,Serock,https://allegro.pl/uzytkownik/Dukos1,1,10800.0,2003.0
PawelR90,Łomża,https://allegro.pl/uzytkownik/PawelR90,1,59800.0,2015.0
milenka20112334,Piątek,https://allegro.pl/uzytkownik/milenka20112334,1,3600.0,1999.0
kuzik1968,Czaplinek,https://allegro.pl/uzytkownik/kuzik1968,2,27650.0,2006.0
edzio198918-1989,Lubsko,https://allegro.pl/uzytkownik/edzio198918-1989,1,2599.0,1998.0
Client:51003384,Zamkowo,https://allegro.pl/uzytkownik/Client:51003384,1,9500.0,1991.0
Cygansky,Deszczno,https://allegro.pl/uzytkownik/Cygansky,1,10999.0,2006.0
PMTRUCK,Milanówek,https://allegro.pl/uzytkownik/PMTRUCK,1,108500.0,2016.0
fhu_auto_czesci,Niekursko,https://allegro.pl/uzytkownik/fhu_auto_czesci,1,5500.0,1999.0
MAT-COMPANY,Przemęt,https://allegro.pl/uzytkownik/MAT-COMPANY,1,10000.0,2005.0
digitom,Przeworno,https://allegro.pl/uzytkownik/digitom,1,6100.0,2001.0
barman100,Domaradz,https://allegro.pl/uzytkownik/barman100,1,16900.0,2007.0
gregory771112,Chojnice,https://allegro.pl/uzytkownik/gregory771112,1,29900.0,2011.0
AutoPrzybyla,Chrząszczyce,https://allegro.pl/uzytkownik/AutoPrzybyla,1,61900.0,2011.0
Nataliaboch,Nowy sacz,https://allegro.pl/uzytkownik/Nataliaboch,1,16900.0,2006.0
PajakEuromarkt,Warszawa,https://allegro.pl/uzytkownik/PajakEuromarkt,1,75000.0,2006.0
Agushia77,Suchy las,https://allegro.pl/uzytkownik/Agushia77,1,7200.0,2002.0
telma123,Leszno,https://allegro.pl/uzytkownik/telma123,1,39000.0,2012.0
Wamex1,Starachowice,https://allegro.pl/uzytkownik/Wamex1,1,19500.0,2000.0
kakunia17,Warszawa,https://allegro.pl/uzytkownik/kakunia17,1,64900.0,2014.0
ml-neone,Czorsztyn,https://allegro.pl/uzytkownik/ml-neone,1,36000.0,2011.0
merrunia4,Oborniki śląskie,https://allegro.pl/uzytkownik/merrunia4,1,12000.0,2008.0
krystel_20101,Końskie,https://allegro.pl/uzytkownik/krystel_20101,1,12900.0,2003.0
endriu1521,Gdynia,https://allegro.pl/uzytkownik/endriu1521,1,39999.0,2011.0
artur--71695,Zator,https://allegro.pl/uzytkownik/artur--71695,1,22000.0,2007.0
Artur121077,Dziekanów leśny,https://allegro.pl/uzytkownik/Artur121077,1,11500.0,2004.0
vogtek,Warszawa,https://allegro.pl/uzytkownik/vogtek,1,34500.0,2008.0
Kurmanski,Przemysl,https://allegro.pl/uzytkownik/Kurmanski,1,17500.0,2006.0
Monika_T_M,Piotrków trybunalski,https://allegro.pl/uzytkownik/Monika_T_M,1,38000.0,2007.0
bonzo198,Chodzież,https://allegro.pl/uzytkownik/bonzo198,1,34000.0,2011.0
dariuszkalas,Cierpice,https://allegro.pl/uzytkownik/dariuszkalas,1,22500.0,2005.0
